codigoplanta,codigoduracion,codigosicagente,codigovariable,fechahora,unidadmedida,valor,version,source_file,dataset_slug,period_start,period_end,processed_at,year,month,codigounidadgeneracion,estadorecurso,fpo,fecha,fechapublicacion,nombreunidad,tipogeneracion,source_file_ref,dataset_slug_ref,period_start_ref,period_end_ref,processed_at_ref,year_ref,month_ref
RMYO,PT1H,CDNG,GReal,2025-04-26 19:00:00,kWh,19799.28,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09719,Operacion,1995-07-20,2025-05-06 00:00:00,2026-04-09,RIOMAYO 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3LMJ,PT1H,EPSG,GReal,2025-04-26 05:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns20066,Pruebas,2024-09-21,2025-05-06 00:00:00,2026-04-09,CELSIA SOLAR BUGALAGRANDE 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
HMLG,PT1H,ISGG,GReal,2025-04-26 05:00:00,kWh,195602.37,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09809,Operacion,2002-12-01,2025-05-06 00:00:00,2026-04-09,MIEL I 2,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3QPE,PT1H,EPSG,GReal,2025-04-26 06:00:00,kWh,1.22,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns49862,Operacion,2024-12-28,2025-05-06 00:00:00,2026-04-09,GD BOCAS DEL PALO 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3EP6,PT1H,EPSG,GReal,2025-04-26 20:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns10394,Operacion,2022-09-21,2025-05-06 00:00:00,2026-04-09,AUTOG CELSIA SOLAR HARINAS 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
MOY1,PT1H,ISGG,GReal,2025-04-26 04:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09817,Operacion,2013-05-24,2025-05-06 00:00:00,2026-04-09,AMOYA LA ESPERANZA 2,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
TSR1,PT1H,EPMG,GReal,2025-04-26 00:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03267,Operacion,2001-01-27,2025-05-06 00:00:00,2026-04-09,TERMOSIERRA 3,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3IRZ,PT1H,SFEG,GReal,2025-04-26 08:00:00,kWh,1646.21,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh18068,Operacion,2023-09-30,2025-05-06 00:00:00,2026-04-09,LA CASCADA DE GRANADA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
SJM1,PT1H,GPEG,GReal,2025-04-26 04:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09921,Operacion,2007-07-30,2025-05-06 00:00:00,2026-04-09,SAN JOSE DE LA MONTAÑA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2UPJ,PT1H,ENDG,GReal,2025-04-26 04:00:00,kWh,14215.33,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09944,Operacion,2017-08-30,2025-05-06 00:00:00,2026-04-09,TEQUENDAMA 1 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2QEK,PT1H,ENDG,GReal,2025-04-26 16:00:00,kWh,34926.86,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09821,Operacion,2014-06-25,2025-05-06 00:00:00,2026-04-09,SALTO II 2,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3IQA,PT1H,GNSG,GReal,2025-04-26 01:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns15163,Operacion,2024-11-26,2025-05-06 00:00:00,2026-04-09,SUNNORTE 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2YB9,PT1H,GECG,GReal,2025-04-26 03:00:00,kWh,2103.83,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt09079,Pruebas,2019-11-07,2025-05-06 00:00:00,2026-04-09,AUTOG ECOPETROL ORITO,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
ASN1,PT1H,GNCG,GReal,2025-04-26 20:00:00,kWh,446.19,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09857,Operacion,1934-01-01,2025-05-06 00:00:00,2026-04-09,ASNAZU 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
ASN1,PT1H,GNCG,GReal,2025-04-26 10:00:00,kWh,446.02,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09857,Operacion,1934-01-01,2025-05-06 00:00:00,2026-04-09,ASNAZU 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2WFN,PT1H,GSAG,GReal,2025-04-26 07:00:00,kWh,2687.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt07352,Operacion,2019-08-04,2025-05-06 00:00:00,2026-04-09,TERMOCAPACHOS 1,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3QK6,PT1H,EPMG,GReal,2025-04-26 10:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns21517,Operacion,2024-11-04,2025-05-06 00:00:00,2026-04-09,AUTOG BIOS CIENAGA ORO 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
TBST,PT1H,TBSG,GReal,2025-04-26 01:00:00,kWh,568364.29,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03240,Operacion,1996-06-08,2025-05-06 00:00:00,2026-04-09,TEBSA 11,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
LMR1,PT1H,ENDG,GReal,2025-04-26 21:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09875,Operacion,2003-12-06,2025-05-06 00:00:00,2026-04-09,EL LIMONAR 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2U5P,PT1H,PECG,GReal,2025-04-26 08:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt07349,Operacion,2017-10-10,2025-05-06 00:00:00,2026-04-09,PROENCA II 1,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3JQE,PT1H,UNGG,GReal,2025-04-26 14:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns20536,Operacion,2024-02-22,2025-05-06 00:00:00,2026-04-09,CANAHUATE 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2S6Q,PT1H,EMSG,GReal,2025-04-26 20:00:00,kWh,0.6,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt09076,Operacion,2016-03-22,2025-05-06 00:00:00,2026-04-09,AUTOG YAGUARITO,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2S6Q,PT1H,EMSG,GReal,2025-04-26 14:00:00,kWh,8.4,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt09076,Operacion,2016-03-22,2025-05-06 00:00:00,2026-04-09,AUTOG YAGUARITO,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3HBN,PT1H,AAGG,GReal,2025-04-02 17:00:00,kWh,273.6,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns10674,Pruebas,2023-04-04,2025-05-06 00:00:00,2026-04-09,TIERRA LINDA 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2TYI,PT1H,EPSG,GReal,2025-04-02 10:00:00,kWh,1105.2,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns09144,Pruebas,2017-09-03,2025-05-06 00:00:00,2026-04-09,AUTOG CELSIA SOLAR YUMBO 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
CLMG,PT1H,EPSG,GReal,2025-04-02 07:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09725,Operacion,1967-01-01,2025-05-06 00:00:00,2026-04-09,CALIMA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3HG9,PT1H,ERRG,GReal,2025-04-02 20:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns17128,Operacion,2023-03-24,2025-05-06 00:00:00,2026-04-09,COMUNIDAD EL SALVADOR II 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3PWF,PT1H,EPSG,GReal,2025-04-02 13:00:00,kWh,5273.4,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns49239,Operacion,2024-10-09,2025-05-06 00:00:00,2026-04-09,AUTOG SOLAR PALMIRA II BERRY 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
TYP3,PT1H,TYPG,GReal,2025-04-02 05:00:00,kWh,47855.16,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03284,Operacion,2020-08-31,2025-05-06 00:00:00,2026-04-09,TERMOYOPAL G3,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3GSF,PT1H,EPSG,GReal,2025-04-02 15:00:00,kWh,10.85,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns11341,Operacion,2023-04-15,2025-05-06 00:00:00,2026-04-09,AUTOG BUGA I GRASAS 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3B4L,PT1H,EEPG,GReal,2025-04-02 14:00:00,kWh,1959.54,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns07304,Operacion,2021-04-30,2025-05-06 00:00:00,2026-04-09,GRANJA SOLAR BELMONTE 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
SOG1,PT1H,ISGG,GReal,2025-04-02 09:00:00,kWh,820448.75,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09824,Operacion,2014-12-20,2025-05-06 00:00:00,2026-04-09,SOGAMOSO 3,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
SRA1,PT1H,GPEG,GReal,2025-04-02 09:00:00,kWh,876.7,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09923,Operacion,2010-08-18,2025-05-06 00:00:00,2026-04-09,SANTA RITA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
PPA3,PT1H,HIMG,GReal,2025-04-02 15:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03234,Operacion,1982-05-06,2025-05-06 00:00:00,2026-04-09,PAIPA 3,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
CHBG,PT1H,ENDG,GReal,2025-04-02 11:00:00,kWh,486963.38,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09724,Operacion,1987-11-01,2025-05-06 00:00:00,2026-04-09,BETANIA 3,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3JPA,PT1H,EPSG,GReal,2025-04-02 15:00:00,kWh,175.56,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns20542,Operacion,2024-02-22,2025-05-06 00:00:00,2026-04-09,GD ALFEREZ 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
VLT1,PT1H,EPMG,GReal,2025-04-02 17:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09890,Operacion,2004-11-22,2025-05-06 00:00:00,2026-04-09,LA VUELTA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
GVIO,PT1H,ENDG,GReal,2025-04-02 03:00:00,kWh,79149.5,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09760,Operacion,1993-03-19,2025-05-06 00:00:00,2026-04-09,GUAVIO 3,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
CHVR,PT1H,CHVG,GReal,2025-04-02 09:00:00,kWh,502199.24,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09736,Operacion,1977-05-23,2025-05-06 00:00:00,2026-04-09,CHIVOR 8,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
ESMR,PT1H,EPMG,GReal,2025-04-02 20:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09737,Operacion,1963-01-01,2025-05-06 00:00:00,2026-04-09,ESMERALDA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3EBN,PT1H,EPSG,GReal,2025-04-02 15:00:00,kWh,7022.88,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns10100,Pruebas,2022-05-31,2025-05-06 00:00:00,2026-04-09,GR PARQUE SOLAR TUCANES 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3IS2,PT1H,NTCG,GReal,2025-04-02 17:00:00,kWh,82.11,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns19419,Operacion,2023-12-30,2025-05-06 00:00:00,2026-04-09,PARQUE SOLAR ARENAL 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3J2B,PT1H,EPSG,GReal,2025-04-02 17:00:00,kWh,1000.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns15166,Operacion,2024-04-17,2025-05-06 00:00:00,2026-04-09,SOLAR PLANETA RICA 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3AL6,PT1H,EPSG,GReal,2025-04-02 03:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Agp08328,Operacion,2020-12-31,2025-05-06 00:00:00,2026-04-09,AGPE ENTREPALMAS,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3IJF,PT1H,DEPG,GReal,2025-04-02 00:00:00,kWh,0.0,TXR,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt15805,Operacion,2023-09-04,2025-05-06 00:00:00,2026-04-09,AUTOG COSTAYACO 1,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
